timestamp,question #,question,A,B,C,correct
3/14/2018 1:05,1,The place where your umbilical cord used to be is called what?,Lil' puddle,Wishing well,Belly button,C
3/14/2018 1:06,2,"In chess, which piece is typically the least powerful?",Queen B,Pawn,@KingJames,B
3/14/2018 1:06,3,What is an infant koala called?,Joey,Chandler,Ross,A
3/14/2018 1:07,4,What dance traditionally incorporates a technique called palmas?,Charleston,Cha-cha,Flamenco,C
3/14/2018 1:08,5,"What did the ""S"" in Ulysses S. Grant's name stand for?",Samuel,Nothing,Stewart,B
3/14/2018 1:09,6,A nebulizer helps administer medical treatment in what form?,Mist,Pills,Electrical current,A
3/14/2018 1:09,7,Which of these brand mascots is usually seen in footwear?,Pillsbury Doughboy,Energizer Bunny,Tony the Tiger,B
3/14/2018 1:10,8,Which of these shows has NOT won a Golden Globe?,Jane the Virgin,Shameless,Crazy Ex-Girlfriend,B
3/14/2018 1:11,9,Which of these skincare products is in the Smithsonian?,Nivea Creme,Carmex lip balm,Stridex pads,C
3/14/2018 1:11,10,What company's bankruptcy led Congress to create the Pension Benefit Guaranty Corporation?,Enron,Studebaker,Pan Am,B
3/14/2018 1:13,12,"Which writer is credited with first penning the phrase, ""Elementary, my dear Watson""?",P.G. Wodehouse,Mark Twain,Graham Greene,A
3/14/2018 19:06,1,Which is a typical room in a suburban family home?,Bedroom,Foundry,Corral,A
3/14/2018 19:06,2,Which haircut are male recruits most likely to get after joining the Army?,Beehive,Buzzcut,Bouffant,B
3/14/2018 19:07,3,"To calculate the mathematical constant pi, divide the circumference of a circle by its what?",Diameter,Crust,Area,A
3/14/2018 19:08,4,Which vessels draw blood away from the heart?,Capillaries,Arteries,Veins,B
3/14/2018 19:08,5,Which of these is most likely to be worn in a traditional Bavarian outfit?,Dirndl,Dashiki,Dhoti,A
3/14/2018 19:09,6,Which of these groups was initially created to stop currency counterfeiting?,Dept. of Defense,Homeland Security,Secret Service,C
3/14/2018 19:11,8,"""The cake is a lie"" is a catchphrase originating in what hit video game?",Portal,BioShock,Minecraft,A
3/14/2018 19:11,9,Which is generally NOT a business expense you can claim on U.S. federal taxes?,Commuting to work,Advertising,Ballpoint pens,A
3/14/2018 19:12,10,What African country has a capital named for a U.S. president?,Liberia,Ghana,Togo,A
3/14/2018 19:13,11,Which of these sports has the most players per team?,Women's lacrosse,Australian football,Rugby union,B
3/14/2018 19:14,12,"What phrase does NOT appear in the lyrics of the rock classic ""American Pie?""",Dirges in the dark,Barefoot servants,Fists of rage,B
3/15/2018 1:04,1,Which of these do you usually need a ticket to enter?,Pennsylvania,Public library,Movie theater,C
3/15/2018 1:05,2,"In the U.S., what do students typically complete right before going to college?",High school,Graduate school,Grade school,A
3/15/2018 1:06,3,Which of these pies is typically made with a graham cracker crust?,Shepherd's Pie,Félix Pie,Key Lime Pie,C
3/15/2018 1:06,4,Which term is commonly used to refer to completely non-functional computer hardware?,Shoe,Turnip,Brick,C
3/15/2018 1:07,5,Which species is NOT one of humanity's two closest living relatives?,Orangutans,Chimpanzees,Bonobos,A
3/15/2018 1:08,6,Which of these is the name of a Beatle AND a New Testament Gospel?,Paul,John,Luke,B
3/15/2018 1:09,7,Which of these grocery store chains is owned by a German family?,Wegmans,Trader Joe's,Kroger,B
3/15/2018 1:10,8,Which of these self-proclaimed seers also wrote a well-known cookbook?,Long Island Medium,Nostradamus,The Amazing Kreskin,B
3/15/2018 1:10,9,A Londoner born within earshot of the St. Mary-le-Bow bells is said to be what?,Lion-hearted,Blessed,Cockney,C
3/15/2018 1:11,10,Which of these must you enter to sail from the Black Sea to the Mediterranean?,Tyrrhenian Sea,Ionian Sea,Aegean Sea,C
3/15/2018 1:12,11,What is the best-selling single-platform video game of all time?,Pokémon Red and Blue,GoldenEye 007,Wii Sports,C
3/15/2018 1:13,12,Which of these characters has appeared in the most episodes of television?,Olivia Benson,J.R. Ewing,Frasier Crane,A
3/15/2018 19:04,1,Which of these is a planet in our solar system?,Krypton,Tilted Towers,Mars,C
3/15/2018 19:04,2,"A common metaphor for an unpleasant subject is having what animal ""in the room""?",Scorpion,Rattlesnake,Elephant,C
3/15/2018 19:05,3,Which letter of the alphabet often acts as either a consonant or a vowel?,X,Y,Z,B
3/15/2018 19:06,4,"Among U.S. state capitals, what is unique about Vermont's?",Only French name,Farthest north,Least populated,C
3/15/2018 19:08,5,Which of theses video games is an example of an augmented-reality game?,Pokémon Dash,Super Mario Run,Ingress,C
3/15/2018 19:09,6,"""Posse cut"" is common terminology in what profession?",Beautician,Animation director,Record producer,C
3/15/2018 19:10,7,Which of these places is geographically classified as an enclave?,Luxembourg,San Marino,Liechtenstein,B
3/15/2018 19:10,8,Which of these people is NOT credited as one of the discoverers of calculus?,Isaac Newton,Gottfried Leibniz,Carl Friedrich Gauss,C
3/15/2018 19:11,9,What nation's unit of currency shares its spelling with a past-tense English verb?,North Korea,Qatar,Afghanistan,A
3/15/2018 19:12,10,What legendary singer has a son who has directed a Will Ferrell movie?,James Taylor,Bob Dylan,David Bowie,B
3/16/2018 1:04,1,What is a photo you take of yourself commonly known as?,Selfie,Renaissance masterpiece,Narcissisto,A
3/16/2018 1:05,2,"As the old saying goes, when all you've got is a hammer, everything looks like a what?",Birthday cake,Thor,Nail,C
3/16/2018 1:06,3,Which of these is NOT a nickname for the NCAA Division I basketball tournament?,March Madness,Big Dance,Summer Slam,C
3/16/2018 1:06,4,Tricking someone in order to achieve a goal is an act of what?,Centrifuge,Calcifuge,Subterfuge,C
3/16/2018 1:07,5,"What are the two cities in Charles Dickens' ""A Tale of Two Cities""?",Manchester / Liverpool,Rome / Madrid,London / Paris,C
3/16/2018 1:08,6,Which of these birds can fly?,Whooper swan,Cassowary,Emu,A
3/16/2018 1:09,8,"Which of these is NOT a common English meaning of the Spanish word ""mañana""?",Morning,Tomorrow,Last night,C
3/16/2018 1:10,9,"According to Emily Post, what is the ONLY fork placed on the right side of the plate?",Oyster fork,Salad fork,Dessert fork,A
3/16/2018 1:10,10,"The word ""wisdom"" is often used as a term to refer to a group of what animal?",Walrus,Wolverine,Wombat,C
3/16/2018 1:13,12,Which of these was a real video game title featured in arcades in the 1980s?,Pac-Man 3,Dig Dug 3,Donkey Kong 3,C
3/16/2018 19:04,1,"According to legend, what did St. Patrick drive out of Ireland?",All of the snakes,Tesla roadster,Miss Daisy,A
3/16/2018 19:04,2,A lifeguard is most likely to keep watch over what?,Swimming pool,Movie drive-in,Chess match,A
3/16/2018 19:05,3,"Which physical activity is performed in a space known as a ""box""?",Tubing,Crossfit,Hiking,B
3/16/2018 19:06,4,Which of these is a real-life world-champion female fighter in the UFC?,Cris Cyborg,Ronda Robot,Allie Android,A
3/16/2018 19:07,5,Which swimsuit style was named after a coral reef?,Bandeau,Sarong,Bikini,C
3/16/2018 19:08,6,Which of these universities has produced the most Heisman Trophy winners?,Notre Dame,Florida State,Auburn,A
3/16/2018 19:08,7,"Which Spanish word is NOT a rhyme in the hit 2017 song ""Despacito""?",Amorito,Manuscrito,Laberinto,A
3/16/2018 19:09,8,"Oslo, Norway is home to a museum featuring thousands of what mini items?",PEZ dispensers,Bottles,Troll dolls,B
3/16/2018 19:10,9,"The famed opera ""Fidelio"" has the same composer as what work?",Für Elise,The Magic Flute,La Traviata,A
3/16/2018 19:10,10,The CEO of Domino's came to the company after working with what kind of food?,Italian food,Mexican food,Baby food,C
3/16/2018 19:11,11,Which of these is NOT the name of a trick in competitive yo-yoing?,Slack trapeze,Sword and shield,Spiral drop,C
3/16/2018 19:12,12,"Which memorable word from ""The Simpsons"" also appears in Shakespeare's ""Richard II""?",Cromulent,Embiggens,Unpossible,C
3/17/2018 1:07,1,The liquid often used to disinfect hands is known as what?,Red #3 food dye,Soy sauce,Sanitizer,C
3/17/2018 1:07,2,Which of these is most likely to emit lava?,Garden hose,Person's nose,Volcanoes,C
3/17/2018 1:08,3,"In the U.S., which of these beverages typically contains espresso?",Matcha latte,Café au lait,Americano,C
3/17/2018 1:09,4,Queen Elizabeth II has famously kept what kind of dog as a pet for decades?,Chihuahua,Pomeranian,Corgi,C
3/17/2018 1:11,7,"What was the inspiration behind the iconic Cartier ""Love Bracelet""?",Eiffel Tower,Audrey Hepburn's profile,Chastity belts,C
3/17/2018 1:12,8,Which of these emperors' names translates in English to a small kind of footwear?,Augustus,Nero,Caligula,C
3/17/2018 1:12,9,"Which pop star appeared in the original film version of ""Hairspray""?",Colleen Fitzpatrick,Blu Cantrell,Willa Ford,A
3/17/2018 1:13,10,Which of these states does NOT currently have an In-N-Out?,New Mexico,Utah,Arizona,A
3/17/2018 1:14,11,The co-creators of Kazaa also helped develop which product?,Skype,Winamp,LimeWire,A
3/17/2018 1:15,12,Which of these screenwriters once co-wrote the script for a flop SNL film?,Aaron Sorkin,Quentin Tarantino,Carrie Fisher,B
3/18/2018 1:04,1,"In the kids' song, ""if you're happy and you know it,"" you do what?",Shuck some clams,Clap your hands,Steam a ham,B
3/18/2018 1:05,2,What TV show title would you say after clinking glasses for a toast?,Young Sheldon,Cheers,Kevin Can Wait,B
3/18/2018 1:06,3,"When it comes to college sports, what does the first ""A"" stand for in NCAA?",Amateur,Athletic,Academic,B
3/18/2018 1:06,4,Which of these pleasantly-scented plants is part of the mint family?,Hyacinth,Hydrangea,Lavender,C
3/18/2018 1:07,5,"Which of these is the name of a real, finch-like songbird?",Whodah,Whydah,Howdah,B
3/18/2018 1:08,6,Norman Rockwell's iconic Four Freedoms series contains a famous scene set where?,Baseball game,Thanksgiving table,Diner counter,B
3/18/2018 1:10,8,Which of these symbols appears on the dice in Milton Bradley's Jumanji board game?,Rhinoceros,Racquet,Safari hat,B
3/18/2018 1:11,9,The Kuiper Belt is home to which of these bodies?,Jupiter,Pluto,Mars,B
3/18/2018 1:11,10,"In the 1960s, Radio Shack was purchased by a company specializing in what?",High-end audio,Plastics,Leather,C
3/18/2018 1:13,12,What was Galileo sentenced to do as punishment for writing about heliocentrism?,Pay indulgences,Destroy his library,Recite psalms,C
3/19/2018 1:08,1,Which of these is a German clock with a bird inside?,Honey Boo Boo clock,Cuckoo clock,Biological clock,B
3/19/2018 1:08,2,Which of these is an optional section on the SAT standardized test?,Hot yoga,Laser tag,Essay,C
3/19/2018 1:10,3,Which article of clothing is also the name of a stinging insect?,Pink jeggings,Red sweatpants,Yellow jacket,C
3/19/2018 1:11,4,Which of these is NOT an ingredient in a traditional Chicago-style hot dog?,Heated ketchup,Yellow mustard,Sweet relish,A
3/19/2018 1:11,5,"What term is often used to describe overly ornate, flowery writing?",Blue prose,Purple prose,Violet prose,B
3/19/2018 1:12,6,"In the tech world, the acronym ""IoT"" typically stands for what?",Internet-Only Telephone,In/Out Transfer,Internet of Things,C
3/19/2018 1:13,7,What traditional stew inspired the 1930s invention of the slow cooker?,Gumbo,Goulash,Cholent,C
3/19/2018 1:14,8,What is the only U.S. state home to two Ivy League schools?,New York,Massachusetts,Pennsylvania,A
3/19/2018 1:15,9,The defunct channel Court TV briefly owned what popular website?,The Smoking Gun,https://t.co/2LZEqJvVj0,SCOTUSblog,A
3/19/2018 1:16,11,"In the U.S., light intensity is often measured with a unit named what?",Hand-lamp,Foot-candle,Head-torch,B
3/19/2018 1:17,12,Which of these monuments lends its name to a common domestic chicken breed?,The Alamo,Plymouth Rock,Lincoln Memorial,B
3/19/2018 1:18,13,Which of these was NOT a phone made by BlackBerry?,Electron,Atom,Quark,B
3/19/2018 1:20,14,"The first flag of which state contained the Latin for ""don't touch me""?",Delaware,South Carolina,Alabama,C
3/19/2018 1:21,15,Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,IBM,T-Mobile,Intel,C
3/19/2018 1:21,16,Which of these is NOT the name of a geographical feature on the Moon?,Foaming Sea,Sunset Sea,Sea of Waves,B
3/19/2018 1:23,18,Which fashion designer did NOT graduate from the prestigious Central Saint Martins?,Riccardo Tisci,Zac Posen,Olivier Rousteing,C
3/19/2018 1:24,19,Which skin mark is most likely to come and go with the seasons?,Rhytides,Ephelides,Lentigines,B
3/19/2018 1:24,20,Which of these is traditionally a layer in a Nanaimo bar?,Ice cream,Whipped cream,Butter icing,C
3/19/2018 1:25,21,Which of these films does NOT share a name with a NASA space probe?,Juno,Stardust,Prometheus,C
3/19/2018 1:26,22,Which of these authors has a supermodel granddaughter?,Antoine de Saint-Exupéry,Maurice Sendak,Roald Dahl,C
3/19/2018 1:29,24,Which character appears in the Shakespeare play whose title comes first alphabetically?,Octavius Caesar,Bertram,Adriana,B
3/19/2018 19:04,1,What meal combines elements of breakfast and lunch?,Linner,Supsert,Brunch,C
3/19/2018 19:05,3,What is a common symptom of a deviated septum?,Snoring,Hearing loss,Rapid heartbeat,A
3/19/2018 19:06,4,Who is the youngest current Supreme Court Justice?,Elena Kagan,Sonia Sotomayor,Neil Gorsuch,C
3/19/2018 19:07,5,The military unit responsible for the Pope's safety is composed of citizens of what country?,Switzerland,Italy,Vatican City,A
3/19/2018 19:07,6,"""Zen and the Art of Motorcycle Maintenance"" gets its name from an earlier book about what?",Archery,Bicycling,Gardening,A
3/19/2018 19:08,7,An annual holiday at Emory University features students being let out of class by what?,Skeleton,Peach mascot,Male cheerleaders,A
3/19/2018 19:09,8,Which of these cities was founded two separate times?,Rome,Zurich,Buenos Aires,C
3/19/2018 19:10,9,Which concept is at the core of a dance style named for Martha Graham?,Contraction &amp; release,Lock &amp; leap,Pointe &amp; step,A
3/19/2018 19:11,10,Which of these is NOT a breed of duck?,Green Marsh,Silver Bantam,Welsh Harlequin,A
3/19/2018 19:11,11,Which of these is the name of one of the moons of the largest planet in our solar system?,Kale,Coriander,Vega,A
3/19/2018 19:13,12,What startup's name came from the co-founder watching a Fellini movie?,Vimeo,Twilio,Etsy,C
3/20/2018 1:06,1,The Girl Scouts hold an annual fundraiser by selling what?,Bootleg DVDs,Stock tips,Cookies,C
3/20/2018 1:07,2,Which of these is a popular breakfast item served with maple syrup?,English eggie weggies,Swedish House Mafia,French toast,C
3/20/2018 1:07,3,Ben &amp; Jerry's Cherry Garcia flavor is a pun on the lead singer of what band?,Grateful Dead,Phish,Rolling Stones,A
3/20/2018 1:08,4,Which of these basketball terms is also a measurement of computer performance?,Flops,Dunks,Dimes,A
3/20/2018 1:10,6,"Which of these dogs falls into the American Kennel Club's ""Working Group""?",Golden retriever,Collie,Boxer,C
3/20/2018 1:11,7,Which of these long-ago empires originated in North Africa?,Carthaginian,Ottoman,Byzantine,A
3/20/2018 1:12,8,Jane Morgan was a nom de plume for the author of which of these works?,Wuthering Heights,Last of the Mohicans,Jane Eyre,B
3/20/2018 1:12,9,"Once a body of water, which of these regions is now dried out?",Aral Sea,Caspian Sea,Lake Balkhash,A
3/20/2018 1:13,10,"In the Bible, which son of Jacob has the same mother as Joseph?",Benjamin,Levi,Simeon,A
3/20/2018 1:14,11,Which of these is NOT the nickname of a World Darts Champion?,Limestone Cowboy,Deadly Boomerang,Pinpoint King,C
3/20/2018 1:15,12,Which of these words is believed to come from a European dice game?,Shenanigans,Tomfoolery,Hijinks,C
3/20/2018 19:04,1,"In the U.S., a massive amount of gold is kept where?",Frozen food aisle,Fort Knox,Louisiana swamplands,B
3/20/2018 19:05,3,Which of these is the name of an actual room in the White House?,China Room,Balloon Room,Yoga Room,A
3/20/2018 19:06,4,What is the name for a word that came directly into English from another language?,Theftword,Giftword,Loanword,C
3/20/2018 19:07,5,What is the official language of the tiny nation between France and Spain?,Catalan,French,Spanish,A
3/20/2018 19:07,6,"Technically, all licensed U.S. dentists are also officially what?",Orthodontists,Dental surgeons,Private practitioners,B
3/20/2018 19:08,7,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Julianne Moore,Jon Hamm,Lucy Liu,A
3/20/2018 19:09,8,Which of these teams won a Stanley Cup before the NHL was founded?,Montreal Canadiens,Boston Bruins,Toronto Maple Leafs,A
3/20/2018 19:09,9,Which of these television shows was NOT based on a British series?,Say Yes to the Dress,Wife Swap,Trading Spaces,A
3/20/2018 19:10,10,The terms of Amazon's web services contain a clause regarding potential attacks by what?,Zombies,Google,Underage hackers,A
3/20/2018 19:11,11,What distinction does airline Handley Page Transport have?,First inflight movie,First to serve a meal,First to check a bag,B
3/20/2018 19:12,12,Which of these famous TV judges got their start in criminal court?,Greg Mathis,Judy Sheindlin,Joe Brown,C
3/21/2018 1:05,1,Hydroelectric power generates electricity from what?,Killer drum solos,Mean tweets,Water,C
3/21/2018 1:06,3,"By definition, a person who is ambidextrous is able to do what?",Use both hands well,Speak two languages,Whistle,A
3/21/2018 1:06,4,"The classic book ""The Grapes of Wrath"" is about a family's journey to what state?",Alaska,California,Hawaii,B
3/21/2018 1:07,5,In which of these sports do competitors often wear jodhpurs?,Cricket,Polo,Jai alai,B
3/21/2018 1:08,6,Moore's Law is a famous observation that concerns what?,Expansion of universe,Human evolution,Computing power,C
3/21/2018 1:08,7,"Which of these exotic fruits is named for a local word for ""hair""?",Durian,Rambutan,Lychee,B
3/21/2018 1:09,8,Shopping mall staple Gadzooks was purchased by what fellow retailer?,Forever 21,Hot Topic,Spencer's,A
3/21/2018 1:10,9,"On her first recording, Billie Holiday was accompanied by what jazz legend?",Benny Goodman,Duke Ellington,Count Basie,A
3/21/2018 1:11,10,"Workers throughout Victoria, Australia get a day off every November for what sporting event?",Cricket match,Horse race,Rugby game,B
3/21/2018 1:12,11,Which of these does NOT appear in both the original Pac-Man and Ms. Pac-Man?,Banana,Apple,Strawberry,A
3/21/2018 1:13,12,The New-York Mirror newspaper notably employed which poet?,Edgar Allan Poe,Walt Whitman,Langston Hughes,A
3/21/2018 19:04,1,"In the popular rhyme, April showers bring what?",CD towers,May flowers,Kenny Powers,B
3/21/2018 19:05,2,Smokey the Bear often preaches that only YOU can prevent what?,Flash mobs,Reply all emails,Forest fires,C
3/21/2018 19:05,3,"What is the zip code for Beverly Hills, California?",10528,90210,1209,B
3/21/2018 19:06,4,"In terms of miles traveled, which of these races is the longest?",Daytona 500,Tour de France,Iron Man Triathlon,B
3/21/2018 19:07,5,Which of these winds is the fastest on the Beaufort Wind Scale?,Strong gale,Near gale,Storm,C
3/21/2018 19:08,6,"Which of these African landmarks is mentioned by name in Toto's ""Africa""?",Timbuktu,Sahara,Serengeti,C
3/21/2018 19:08,7,Which rapper has NOT acted in a Fast &amp; Furious movie?,Cam'ron,Ja Rule,Bow Wow,A
3/21/2018 19:09,8,What U.S. sports league currently has two different players named Sebastian Aho?,NHL,MLB,NFL,A
3/21/2018 19:10,9,One of the earliest descriptions of dental floss appears in what landmark of literature?,Pride and Prejudice,Little Women,Ulysses,C
3/21/2018 19:11,11,Which of these would be classified using the Aarne-Thompson-Uther system?,Meteor showers,Aesop's Fables,Blood-borne viruses,B
3/21/2018 19:12,12,Which of these is defined as a tautological place name?,Lake Tahoe,Martha's Vineyard,"Walla Walla, Washington",A
3/22/2018 1:05,1,Which of these is a boy wizard created by J.K. Rowling?,Wand-a Sykes,Harry Potter,Waldo Wizardboy,B
3/22/2018 1:06,2,"In golf, the best score on a single hole is popularly known as what?",Golfy surprise,Hole in one,Self-driving par,B
3/22/2018 1:06,3,Parquet is a type of what?,Wooden flooring,African bird,Brand of cream cheese,A
3/22/2018 1:07,4,Which of these professions is most likely to make a horseshoe?,Farrier,Ophthalmologist,Notary,A
3/22/2018 1:07,5,"The title of the Robert Frost poem ""Out, Out—"" alludes to which Shakespeare play?",Romeo and Juliet,Macbeth,Hamlet,B
3/22/2018 1:08,6,Trailblazing chef Hélène Darroze has her own what?,Restaurant in the Louvre,U.S. postage stamp,Barbie doll,C
3/22/2018 1:09,7,Which of these is NOT a variety of strawberry?,Holland Bloom,Sweet Charlie,Ozark Beauty,A
3/22/2018 1:09,8,Which of these countries won its independence the soonest after the U.S. did?,Mexico,Haiti,Cuba,B
3/22/2018 1:10,9,The fashion brand Opening Ceremony once put on a play co-written by what actor?,Jonah Hill,Chloë Sevigny,Jesse Eisenberg,A
3/22/2018 1:11,10,Which of these products was originally developed for surgical use?,Listerine,Bengay,VapoRub,A
3/22/2018 1:12,11,"When written in all caps, which woman's name is a classification system for moths?",Mara,Emma,Mona,C
3/22/2018 1:13,12,"Which of these musicians once featured in a movie based on ""Blue's Clues""?",Ray Charles,Paul Simon,Ricky Martin,A
3/22/2018 19:04,1,"According to legend, everything King Midas touched turned to what?",Ovaltine,Gold,Funnel cakes,B
3/22/2018 19:05,2,Which of these is an annual car race in Indianapolis?,Boss Baby 2,Seinfeld 2000,Indy 500,C
3/22/2018 19:05,3,The Richter scale is typically used to measure the magnitude of what?,Earthquakes,Food spiciness,Bee stings,A
3/22/2018 19:06,4,Which of these classic novels was originally written in English?,Madame Bovary,Dracula,Don Quixote,B
3/22/2018 19:07,5,Abraham Lincoln served Illinois as a member of which branch of Congress?,Neither,House of Representatives,Senate,B
3/22/2018 19:08,6,"The title of the rock record ""Steal This Album!"" references a controversial work by whom?",Abbie Hoffman,Jack Kerouac,Karl Marx,A
3/22/2018 19:08,7,Which of these classic Cajun dishes was invented first?,Bananas Foster,Oysters Rockefeller,Muffuletta,B
3/22/2018 19:10,9,Which plant is considered customary in an English royal wedding bouquet?,Myrtle,Baby's-breath,Roses,A
3/22/2018 19:10,10,The first YouTube Music Awards were co-hosted by the star of what film?,Rushmore,San Andreas,Hancock,A
3/22/2018 19:11,11,Which of these legendary artifacts was found in the Nile Delta?,Rosetta Stone,Elgin Marbles,Nefertiti Bust,A
3/22/2018 19:12,12,"The author of ""Treasure Island"" also once wrote about the namesake of what cheese?",Gorgonzola,Roquefort,Monterey Jack,C
3/23/2018 1:04,1,The container that children traditionally use to collect change is known as what?,Piggy bank,Doggy zone,Horsey place,A
3/23/2018 1:04,2,"In order to legally drive in the U.S., which of these do you need?",Specially trained parrot,Spinning rims,License,C
3/23/2018 1:05,3,What color was the original Livestrong bracelet?,Yellow,Green,Purple,A
3/23/2018 1:06,4,The Chunnel connects what two countries?,Italy / Sweden,Canada / Mexico,England / France,C
3/23/2018 1:06,5,"The ""Streisand effect"" describes when an attempt at what backfires?",Career comeback,Restricting alimony,Privacy,C
3/23/2018 1:08,7,Which of these awards has NOT been won by a U.S. First Lady?,Emmy,Grammy,Oscar,C
3/23/2018 1:10,9,Which singer launched the tape recorder revolution in America?,Bing Crosby,Frank Sinatra,Tony Bennett,A
3/23/2018 1:11,10,Which of these countries has outlawed beauty pageants for kids?,Canada,Finland,France,C
3/23/2018 1:11,11,How many U.S. states allow common law marriage?,All of them,None of them,Some of them,C
3/23/2018 1:13,12,Which of these movies was its director's feature film debut?,Being John Malkovich,Jaws,Moonlight,A
3/23/2018 19:04,1,Which of these activities is considered a form of aerobic exercise?,Napping,Jogging,Tweeting,B
3/23/2018 19:05,2,"In ""Mister Rogers' Neighborhood,"" what was Mr. Rogers' first name?",Agamemnon,Fred,Frodger,B
3/23/2018 19:06,3,What kitchen appliance is typically used to brown slices of bread?,Toaster,Immersion blender,French press,A
3/23/2018 19:07,5,Which of these is a distinctly Tibetan form of greeting?,Slow nod,Touching foreheads,Sticking out your tongue,C
3/23/2018 19:08,6,"What did Darwin consider ""one of the most wonderful"" plants in the world?",Weeping willow,Bird of paradise,Venus flytrap,C
3/23/2018 19:09,7,Which of these legendary pieces of furniture was designed by a married couple?,La-Z-Boy,Eames Lounge Chair,Aeron chair,B
3/23/2018 19:09,8,"The composer for the ""South Park"" movie also provided music for which film?",Minions,Hairspray,BASEketball,B
3/23/2018 19:10,9,Which of these was NOT invented by the same company as the other two?,Nexcare Blister Bandages,Band-Aid,Ace bandages,B
3/23/2018 19:11,10,"Which sauce did chef Marie-Antoine Carême's name as one of his original ""mothers""?",Béchamel,Hollandaise,Tomato,A
3/23/2018 19:11,11,Which news anchor claims he once got into a minor car crash with a U.S. president?,Geraldo Rivera,Larry King,Dan Rather,B
3/23/2018 19:13,12,Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,Sydney,Salt Lake City,Milan,C
3/24/2018 1:04,1,A unicorn typically has one what on its head?,Horn,Mustache,Nacho hat,A
3/24/2018 1:05,2,What is glass primarily made of?,The film formed on gravy,Bubble wrap,Sand,C
3/24/2018 1:05,3,Which of these is a common breed of dog?,Marmite,Malamute,Merman,B
3/24/2018 1:06,4,"Which of these words means ""in three pieces?""",Tripartite,Troglodyte,Terracotta,A
3/24/2018 1:07,5,"The cooking method ""al pastor"" came to Mexico from what country?",El Salvador,Spain,Lebanon,C
3/24/2018 1:08,6,Which work by Roald Dahl was adapted into a 3-act opera in 1998?,Matilda,James &amp; the Giant Peach,The Fantastic Mr. Fox,C
3/24/2018 1:09,7,The CEO of what tech company turned heads in 2013 by buying a funeral home?,Tesla,Airbnb,Yahoo,C
3/24/2018 1:10,8,The capital of which state is also the French form of the name Peter?,Wyoming,North Dakota,South Dakota,C
3/24/2018 1:10,9,Which of these courtroom TV shows debuted in the 1950s?,America's Court,Divorce Court,The People's Court,B
3/24/2018 1:11,10,The mockingbird is NOT the state bird of which of these states?,Texas,Arkansas,Alabama,C
3/24/2018 1:12,11,A photo of Meryl Streep yelling through her hands was taken at what 2015 awards show?,Oscars,Golden Globes,SAG Awards,C
3/25/2018 1:04,1,What was Neil Armstrong's most famous achievement?,Learning French,Eating 14 cupcakes,Walking on the moon,C
3/25/2018 1:05,2,Which of these is most often worn between feet and shoes?,Paper towels,Socks,More shoes,B
3/25/2018 1:06,3,Which of these animals is classified as an arachnid?,Wolf spider,Vampire bat,Seahorse,A
3/25/2018 1:07,4,Which of these poker hands typically beats the other two?,Straight,Flush,Full house,C
3/25/2018 1:08,5,The Greek names of the two moons of Mars literally translate to what?,Mother and Daughter,Destiny and Promise,Fear and Panic,C
3/25/2018 1:09,7,What flavor of cream filled the first Twinkies?,Vanilla,Banana,Peanut butter,B
3/25/2018 1:10,8,"In the popular Asian sport sepak takraw, players strike the ball with what?",Feet,Hands,Sticks,A
3/25/2018 1:11,9,"Aside from Walt Disney, the most Oscar-nominated person in history is known for what?",Visual effects,Costume design,Composing,C
3/25/2018 1:12,10,The luna moth lives its entire adult life without doing what?,Mating,Eating,Flying,B
3/25/2018 1:13,11,Which of these chemical elements gets its name from a mythical creature?,Hassium,Xenon,Cobalt,C
3/26/2018 1:08,1,"In an old legend, what did Arthur pull out of a stone to become king?",Sword,Bird's nest,Fat stacks,A
3/26/2018 1:08,2,What is the predominant keyboard layout in North America?,QWERTY,FLIRTY,THRIVING,A
3/26/2018 1:10,3,"A popular board game is titled ""Chutes and"" what?",Leopards,Ladders,Lawyers,B
3/26/2018 1:10,4,Neapolitan ice cream gets its name from a city in what country?,Italy,Germany,Canada,A
3/26/2018 1:11,5,What fashion brand's logo depicts a woman famous for her fierce appearance?,Versace,Chanel,Gucci,A
3/26/2018 1:12,6,"By definition, a skinflint is someone who does NOT like doing what?",Wearing clothes,Spending money,Speaking in public,B
3/26/2018 1:13,7,What do camels primarily store in their humps?,Fat,Water,Salt,A
3/26/2018 1:13,8,"The author of ""Chitty Chitty Bang Bang"" also created what literary character?",Mary Poppins,Winnie the Pooh,James Bond,C
3/26/2018 1:15,9,The dinosaur genus Zuul gets its name from what film franchise?,Jurassic Park,The Land Before Time,Ghostbusters,C
3/26/2018 1:15,10,In which of these would you most likely find a wet cell battery?,TV remote control,Laptop computer,Cellphone tower,C
3/26/2018 1:16,11,Which of these terms is a common bicycle part?,Lawyer lips,Fireman fingers,Trainer toes,A
3/26/2018 1:17,12,"In his first-ever video game appearance, Mario had what profession?",Chef,Carpenter,Plumber,B
3/26/2018 1:17,13,Which of these '80s movies earned an Oscar nomination?,The Karate Kid,Risky Business,The Breakfast Club,A
3/26/2018 1:18,14,Which of these vice presidents served under a president carved on Mount Rushmore?,Henry Wallace,Hannibal Hamlin,Elbridge Gerry,B
