timestamp,question #,question,A,B,C,correct,wrong,tryed_to_solve,right,time,
3/25/2018 1:09,7,What flavor of cream filled the first Twinkies?,Vanilla,Banana,Peanut butter,B,,,RIGHT,1.8977561,
3/25/2018 1:10,8,"In the popular Asian sport sepak takraw, players strike the ball with what?",Feet,Hands,Sticks,A,,NO_TRY,,3.114139795,
3/25/2018 1:11,9,"Aside from Walt Disney, the most Oscar-nominated person in history is known for what?",Visual effects,Costume design,Composing,C,,NO_TRY,,1.879512787,
3/25/2018 1:12,10,The luna moth lives its entire adult life without doing what?,Mating,Eating,Flying,B,WRONG,,,1.655036688,
3/25/2018 1:13,11,Which of these chemical elements gets its name from a mythical creature?,Hassium,Xenon,Cobalt,C,WRONG,,,1.77628088,
3/26/2018 1:08,1,"In an old legend, what did Arthur pull out of a stone to become king?",Sword,Bird's nest,Fat stacks,A,,,RIGHT,3.130282164,
3/26/2018 1:08,2,What is the predominant keyboard layout in North America?,QWERTY,FLIRTY,THRIVING,A,,,RIGHT,2.168159246,
3/26/2018 1:10,3,"A popular board game is titled ""Chutes and"" what?",Leopards,Ladders,Lawyers,B,,,RIGHT,1.486358881,
3/26/2018 1:10,4,Neapolitan ice cream gets its name from a city in what country?,Italy,Germany,Canada,A,,,RIGHT,1.625472546,
3/26/2018 1:11,5,What fashion brand's logo depicts a woman famous for her fierce appearance?,Versace,Chanel,Gucci,A,WRONG,,,1.848731518,
3/26/2018 1:12,6,"By definition, a skinflint is someone who does NOT like doing what?",Wearing clothes,Spending money,Speaking in public,B,,NO_TRY,,3.287499666,
3/26/2018 1:13,7,What do camels primarily store in their humps?,Fat,Water,Salt,A,WRONG,,,1.962988853,
3/26/2018 1:13,8,"The author of ""Chitty Chitty Bang Bang"" also created what literary character?",Mary Poppins,Winnie the Pooh,James Bond,C,,,RIGHT,2.11935401,
3/26/2018 1:15,9,The dinosaur genus Zuul gets its name from what film franchise?,Jurassic Park,The Land Before Time,Ghostbusters,C,,,RIGHT,3.36329484,
3/26/2018 1:15,10,In which of these would you most likely find a wet cell battery?,TV remote control,Laptop computer,Cellphone tower,C,,NO_TRY,,3.585853577,
3/26/2018 1:16,11,Which of these terms is a common bicycle part?,Lawyer lips,Fireman fingers,Trainer toes,A,,,RIGHT,2.225327492,
3/26/2018 1:17,12,"In his first-ever video game appearance, Mario had what profession?",Chef,Carpenter,Plumber,B,WRONG,,,1.980006933,
3/26/2018 1:17,13,Which of these '80s movies earned an Oscar nomination?,The Karate Kid,Risky Business,The Breakfast Club,A,,NO_TRY,,2.084779263,
3/26/2018 1:18,14,Which of these vice presidents served under a president carved on Mount Rushmore?,Henry Wallace,Hannibal Hamlin,Elbridge Gerry,B,,NO_TRY,,3.38030839,
3/26/2018 1:19,15,Which of these was inducted into the National Toy Hall of Fame first?,Wiffle ball,Game Boy,Rubik's Cube,B,,,RIGHT,2.057454824,
3/26/2018 1:20,16,Which university's marching band has a giant instrument that used to be radioactive?,U of Chicago,Purdue,U of Texas,C,WRONG,,,1.593252897,
3/26/2018 1:21,17,The element lutetium gets its name from an old name for what European city?,London,Paris,Helsinki,B,,,RIGHT,1.450822353,
3/26/2018 1:25,20,Which of these major Hollywood films was shot in Toronto?,L.A. Confidential,Gangs of New York,Chicago,C,,,RIGHT,4.493364811,
3/26/2018 19:04,1,Trees often grow from what?,AstroTurf,Seeds,Peanut butter,B,,,RIGHT,2.153222799,
3/26/2018 19:04,2,A common type of hair tie covered in fabric is known as what?,Scrunchie,Munchie,Lunchie,A,,,RIGHT,2.012029409,
3/26/2018 19:05,3,"The word ""fortnight"" literally means what?",Nighttime battle,Tomorrow night,Two weeks,C,,NO_TRY,,1.17278862,
3/26/2018 19:06,4,"""Bollywood"" is a portmanteau of what city and Hollywood?",Bombay,Boca Raton,Boston,A,,,RIGHT,3.349451542,
3/26/2018 19:07,5,In which type of exercise class would you most likely use a reformer?,Zumba,Pilates,Spin,B,,,RIGHT,2.264496326,
3/26/2018 19:07,6,Which of these is an acronym used to remember the mathematical order of operations?,EMPADS,SADMEP,PEMDAS,C,,,RIGHT,1.562972307,
3/26/2018 19:08,7,"Which of these films would be considered a ""Pygmalion"" story?",Romeo + Juliet,She's the Man,She's All That,C,,,RIGHT,1.389724255,
3/26/2018 19:09,8,Which of these countries built a city shaped like a First Lady's facial profile?,Argentina,France,North Korea,A,,,RIGHT,2.460769415,
3/26/2018 19:10,9,The payment company Square has a board member who runs what fast food chain?,Shake Shack,Five Guys,In-N-Out,A,,NO_TRY,,3.850363731,
3/26/2018 19:10,10,Amtrak trains do NOT stop in which of these places?,Glacier National Park,"Langley, VA",Niagara Falls,B,,NO_TRY,,2.095547676,
3/26/2018 19:11,11,The first U.S. hotel to offer room service is now part of what hospitality chain?,Hilton,Four Seasons,Starwood,A,,,RIGHT,2.332353115,
3/27/2018 1:04,1,What type of card is typically used to make purchases at stores?,Credit,Blockbuster,Birthday,A,,,RIGHT,3.291355133,
3/27/2018 1:04,2,What hairstyle is named for a part of an animal?,Horseholder,Bowl cut,Ponytail,C,,,RIGHT,2.854422569,
3/27/2018 1:05,3,Which of these is a common type of node in the human body?,Nymph,Lymph,Dymph,B,,,RIGHT,2.062755585,
3/27/2018 1:06,4,"In the U.S., a trial without a jury is known as what?",Blank trial,Bench trial,Mistrial,B,,,RIGHT,1.58856988,
3/27/2018 1:07,5,"In English, the Chinese term for paparazzi literally translates to what?",Laser focused,Puppy squad,Buzzing insects,B,,NO_TRY,,3.799137831,
3/27/2018 1:08,6,"Which of these is NOT a ""Little Critter"" book title?",Just a Mess,My Summer Vacation,I Was So Mad,B,WRONG,,,2.035920858,
3/27/2018 1:08,7,"In the Austin Powers films, what type of cat was Mr. Bigglesworth before his cryogenic freeze?",Siamese,Persian,Sphynx,B,,,RIGHT,1.538379669,
3/27/2018 1:09,8,What Edgar Allan Poe poem allegedly lends its name to a U.S. Air Force facility?,Dream-Land,The Raven,The Haunted Palace,A,WRONG,,,1.708540201,
3/27/2018 1:10,9,Which state is home to what is considered the deepest lake in the U.S.?,Minnesota,Michigan,Oregon,C,WRONG,,,2.402186394,
3/27/2018 1:11,10,"Which of these films earned the dreaded ""thumbs down"" from Roger Ebert?",Full Metal Jacket,Demolition Man,Junior,A,,NO_TRY,,3.936579227,
3/27/2018 1:12,11,Which of these technological breakthroughs was invented by a man?,Windshield wipers,Kevlar,Aerosol can,C,,NO_TRY,,1.66708684,
3/27/2018 1:58,12,"In a famous folktale, what archer stole from the rich and gave to the poor?",Jumpman,Robin Hood,Mr. Steal Your Girl,B,,,RIGHT,1.536794186,
3/27/2018 1:58,13,"In the fashion world, different color combinations for a single design are known as what?",Colorways,Flashschemes,Gridstuffs,A,,NO_TRY,,2.556179285,
3/27/2018 1:59,14,What is the largest animal ever known to have lived?,Blue whale,Woolly mammoth,Apatosaurus,A,,,RIGHT,3.646122932,
3/27/2018 2:00,15,"By volume, the air we breathe is mostly made up of what element?",Nitrogen,Oxygen,Carbon dioxide,A,WRONG,,,1.457284451,
3/27/2018 2:01,16,"Before inventing Nike's air soles, where did the creator work?",NASA,Porsche,Levi's,A,,,RIGHT,1.784873962,
3/27/2018 2:02,17,What day is Mexico's equivalent to July 4th in the U.S.?,5-May,5-Mar,16-Sep,C,,NO_TRY,,2.057992697,
3/27/2018 2:03,18,"For high-end sneakers, which of these acronyms describes shoes that are usually easiest to get?",HTM,GS,PE,B,,,RIGHT,4.742503166,
3/27/2018 2:04,19,Which of these was NOT one of the canonical seven wonders of the ancient world?,Lighthouse,Mausoleum,Library,C,WRONG,,,1.48344183,
3/27/2018 2:04,20,The first Bo Jackson Nike TV ad featured the musical act famous for recording what song?,Revolution,Hustlin',I'm a Man,C,,NO_TRY,,2.030168295,
3/27/2018 2:05,21,Which of these actors has NOT played a person forced to live inside a bubble?,Jake Gyllenhaal,John Travolta,Jason Alexander,C,WRONG,,,2.410356998,
3/27/2018 2:06,22,Which of these toys debuted in stores during JFK's presidency?,RC helicopter,G.I. Joe,Slip 'N Slide,C,,NO_TRY,,3.829478025,
3/27/2018 2:08,24,"Though their designs are similar, which of these countries' flags has the most colors?",Laos,Palau,Bangladesh,A,,,RIGHT,1.789607286,
3/27/2018 2:09,25,Which of these duos consists of two people NOT born in the same year?,Simon & Garfunkel,OutKast,The White Stripes,C,,NO_TRY,,1.54508996,
3/27/2018 2:11,26,Which of these nations' capital cities is located at the highest altitude?,Ethiopia,Kenya,Chile,A,,,RIGHT,1.906717539,
3/27/2018 19:04,1,Firefighters often have which of these things attached to their trucks?,LinkedIn profile,PDFs,Hose,C,,,RIGHT,3.533257008,
3/27/2018 19:05,2,The letters in the federal agency IRS stand for what?,Infinitely Rude Staff,Internal Revenue Service,Incredibly Rare Sneakers,B,,,RIGHT,1.755270481,
3/27/2018 19:05,3,"In which country do people typically answer the phone by saying ""Pronto""?",China,Canada,Italy,C,,NO_TRY,,2.24757123,
3/27/2018 19:06,4,Legal work done without charging a fee is known as what?,Habeas corpus,Affidavit,Pro bono,C,,NO_TRY,,1.905006409,
3/27/2018 19:07,6,What did now-defunct teen magazine YM stand for?,Your Magazine,Young Miss,Yes Mademoiselle,B,WRONG,,,3.757154942,
3/27/2018 19:08,7,"""Tales from the Crypt"" was originally on the same U.S. network as which show?",Full House,Fraggle Rock,Animaniacs,B,,,RIGHT,2.190963507,
3/27/2018 19:09,8,"In the Catholic Church, which of these is considered the most powerful?",Vicar general,Archbishop,Archdeacon,B,,,RIGHT,1.83271575,
3/27/2018 19:09,9,"What is the last spoken line in Samuel Beckett's ""Waiting for Godot""?","Yes, let's go.",Let's wait some more.,Is he coming?,A,,NO_TRY,,1.943664789,
3/27/2018 19:10,10,Which of these men has been knighted by the Queen of England?,Keith Richards,Hugh Grant,Rudy Giuliani,C,,,RIGHT,3.674814939,
3/27/2018 19:11,11,Which of these Canadian territories stretches farthest north?,Nunavut,Northwest Territories,Yukon,A,,,RIGHT,1.657420635,
3/27/2018 19:12,12,Which of these hit rock songs did NOT appear on a debut album?,Last Nite,Buddy Holly,Wonderwall,C,,NO_TRY,,1.837859392,
3/28/2018 1:05,1,Street art that involves spraying paint on walls is known as what?,Peter Griffin,Giraffe,Graffiti,C,,,RIGHT,1.649071455,
3/28/2018 1:05,2,"In book publishing, a novel with a soft cover is typically called what?",Paperback,Pillow,Wimpy,A,,,RIGHT,3.206943512,
3/28/2018 1:06,3,"In arithmetic, how is a number squared?",Added to its reciprocal,Multiplied by itself,Divided by antecedent,B,,NO_TRY,,2.6878829,
3/28/2018 1:07,4,"The flight recorder known as the airplane ""black box"" is typically what color?",Green,Black,Orange,C,WRONG,,,1.496293306,
3/28/2018 1:08,5,Which of these U.S. national parks is home to a supervolcano?,Yosemite,Zion,Yellowstone,C,,,RIGHT,1.537899256,
3/28/2018 1:08,6,The wigs worn by barristers in English courts are usually made with which kind of hair?,Equine,Synthetic,Hominine,A,,NO_TRY,,1.705577374,
3/28/2018 1:09,7,"In AOL Instant Messenger, what default sound played when friends appeared online?",Door opening,Car horn,Bicycle bell,A,,NO_TRY,,3.383485794,
3/28/2018 1:10,8,Which of these Broadway productions ran for the most shows?,Cats,Les Misérables,Chicago,C,WRONG,,,2.58214283,
3/28/2018 1:11,9,"In cooking, what do chefs set up before they make a meal?",Mise-en-chine,Mise-en-scène,Mise-en-place,C,,,RIGHT,1.605338335,
3/28/2018 1:13,12,Which of these celebrities owns an island near the location of the doomed Fyre Festival?,Ja Rule,Steve Martin,Tyler Perry,C,WRONG,,,1.618928909,
3/28/2018 19:04,1,What is the main ingredient in ketchup?,Atlantic cod,Melted copper,Tomatoes,C,,,RIGHT,2.315225124,
3/28/2018 19:05,2,"In an old expression, ""what's good for the goose"" is also good for the what?",Gander,People of Wakanda,Goose's social media,A,,,RIGHT,3.519975424,
3/28/2018 19:06,3,"By definition, a myopic person is considered what?",Mopey,Nearsighted,Photographer,B,,,RIGHT,1.685299397,
3/28/2018 19:06,4,Which of these is the name of a piece of furniture AND a vast historical empire?,Ottoman,Credenza,Macedonian,A,,,RIGHT,2.058208704,
3/28/2018 19:07,5,"Which of these is the correct spelling of 1,000 years?",Millenium,Millennium,Milennium,B,,,RIGHT,2.377085209,
3/28/2018 19:07,6,Which of these is NOT one of the two measurements in a blood pressure reading?,Diastolic,Hemostatic,Systolic,B,WRONG,,,3.866308689,
3/28/2018 19:09,8,Who was the first woman to serve as a Supreme Court justice?,Sandra Day O'Connor,Madeleine Albright,Ruth Bader Ginsburg,A,,,RIGHT,2.224535465,
3/28/2018 19:10,9,Which is the title of an actual video game in the Grand Theft Auto series?,Beggar's Bargain,Chinatown Wars,Desperation Row,B,,,RIGHT,2.150228024,
3/28/2018 19:10,10,In which of these places does the capital city NOT contain the name of the country?,Kuwait,Barbados,Guatemala,B,,NO_TRY,,3.003276587,
3/29/2018 1:11,1,What festive term also describes a hidden feature in a video game?,Easter egg,Halloween candy bucket,Christmas sweater vest,A,,NO_TRY,,2.934860706,
3/29/2018 1:12,2,"In the Spielberg film ""E.T."", what does E.T. stand for?",Extra Terrestrial,Enchilada Thief,Earl Torgeson,A,,,RIGHT,1.483851433,
3/29/2018 1:13,3,What classic '80s TV character was an alien from the planet Melmac?,ALF,Alex P. Keaton,MacGyver,A,,,RIGHT,1.581442356,
3/29/2018 1:13,4,Which of these is NOT an example of a redundant acronym?,PIN number,ATM machine,PEZ dispenser,C,WRONG,,,1.349543571,
3/29/2018 1:15,6,"In the Eurythmics' debut hit video, what color was the lead singer's hair?",Orange,Blonde,Pink,A,WRONG,,,4.54349947,
3/29/2018 1:17,8,"Closely tied to ""perestroika,"" what does the Russian word ""glasnost"" mean?",Economics,Restructuring,Openness,C,WRONG,,,1.339372635,
3/29/2018 1:19,10,"In an early scene in ""WarGames,"" Matthew Broderick grabs a textbook off of what arcade game?",Dig Dug,Galaga,Zaxxon,A,WRONG,,,2.332980633,
3/29/2018 1:20,11,The founder of which of these startups has more Twitter followers than Mark Zuckerberg?,Dropbox,WhatsApp,Box,C,WRONG,,,1.603843451,
3/29/2018 1:22,13,Which of these nations shares its border with the most countries?,Austria,Bolivia,Mali,A,,,RIGHT,4.14269948,
3/29/2018 1:24,15,"In ""Dirty Dancing,"" what does Patrick Swayze say right after declaring, ""Nobody puts baby in a corner""?",Nobody,Ready?,Come on,C,WRONG,,,1.671927929,
3/29/2018 19:04,1,What kind of salad normally contains the most lettuce?,Potato salad,Fruit salad,Caesar salad,C,,,RIGHT,1.541212082,
3/29/2018 19:04,2,Militia soldiers in the American Revolutionary War were commonly called what?,Minutemen,Millenniummen,Monthmen,A,,NO_TRY,,1.828193188,
3/29/2018 19:05,3,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?",Lone Survivors,Grand Slams,Final Four,C,,,RIGHT,4.001684427,
3/29/2018 19:05,4,What pedal is usually missing from a car with automatic transmission?,Brake,Gas,Clutch,C,,,RIGHT,2.006247759,
3/29/2018 19:06,5,Which famous character does NOT grow larger by interacting with a mushroom?,Alice in Wonderland,Nintendo's Mario,Thumbelina,C,,NO_TRY,,1.680310726,
3/29/2018 19:06,6,"What was ""Weird Al"" Yankovic's birth name?",Albert Yarborough,Alfred Yankovic,Adam Iacopino,B,,,RIGHT,1.700191975,
3/29/2018 19:07,7,"""Betteridge's Law"" is a famous observation about what?",Headlines,Smartphone size,Cable news ratings,A,,NO_TRY,,2.383535385,
3/29/2018 19:08,8,Who directed the motion picture credited as the first to show a flushing toilet?,Alfred Hitchcock,Frank Capra,John Waters,A,,NO_TRY,,3.335020065,
3/29/2018 19:08,9,"What type of medical treatment gets its name from the Latin for ""I shall please""?",Analgesic,Narcotic,Placebo,C,,,RIGHT,1.705249071,
3/29/2018 19:10,11,"What African nation gets its name from the Arabic for ""The Islands""?",Madagascar,Algeria,Comoros,B,WRONG,,,1.817187786,
3/29/2018 19:12,12,Which of these is NOT a kind of apple?,Dog's Snout,Bloody Ploughman,Everett's Knave,C,WRONG,,,1.542349339,
3/30/2018 1:04,1,"According to the old song ""Row, Row, Row Your Boat,"" life is but a what?",Dream,Massive phoenix tattoo,Bitcoin scam,A,,NO_TRY,,2.833753824,
3/30/2018 1:04,2,"By definition, a person who cuts hair is often referred to as what?",Birder,Bugbear,Barber,C,,,RIGHT,2.477058649,
3/30/2018 1:05,3,Which of these music genres peaked in popularity during the 1970s?,Doo-wop,Disco,Rap,B,,,RIGHT,2.083462,
3/30/2018 1:05,4,Which of these animals provides a key ingredient in traditional mayonnaise?,Sheep,Chicken,Cow,B,,,RIGHT,1.776031971,
3/30/2018 1:06,5,"In professional wrestling, bad guys are called ""heels"" and good guys are known as what?",Hands,Faces,Torsos,B,,NO_TRY,,2.574326992,
3/30/2018 1:07,6,Which of these cat breeds gets its name from an island in Asia?,Balinese,Persian,Siamese,A,WRONG,,,2.930566788,
3/30/2018 1:08,7,"Who made the gaming console that indicated a breakdown with the ""red ring of death?""`",Sony,Nintendo,Microsoft,C,,,RIGHT,2.584537029,
3/30/2018 1:08,8,"The director of ""Mad Max: Fury Road"" also directed which of these movies?",Borat,Live Free or Die Hard,Babe: Pig in the City,C,,,RIGHT,2.281208277,
3/30/2018 1:09,9,Which of these people is NOT an inductee into the Internet Hall of Fame?,Tim Berners-Lee,Al Gore,Steve Jobs,C,WRONG,,,3.077248335,
3/30/2018 1:10,10,The U.S. founding father famous for his experiments with electricity was born in what city?,London,Boston,Philadelphia,B,WRONG,,,2.418634415,
3/30/2018 1:12,12,The Smart Car started as a collaboration between a car company and what?,Watchmaker,Website,Travel guide,A,WRONG,,,1.654295683,
3/30/2018 19:07,1,The Cy Young Award is given each year to Major League Baseball's best what?,Mascots,Fans,Pitchers,C,,,RIGHT,1.874302387,
3/30/2018 19:07,2,"When it comes to mail, what does the Z in ""ZIP Code"" stand for?",Zoom,Zero,Zone,C,,,RIGHT,3.139906645,
3/30/2018 19:08,3,Which of these phrases is slang for a bad thing?,Dog's breakfast,Bee's knees,Cat's pajamas,A,,NO_TRY,,2.492678881,
3/30/2018 19:09,4,"Thanks to the time it took to make, what movie was almost called ""12 Years""?",Boyhood,The LEGO Movie,Castaway,A,,,RIGHT,1.652771473,
3/30/2018 19:10,5,"The Latin phrase ""tempus fugit"" literally translates to what?",Buyer beware,Come together,Time flies,C,,,RIGHT,1.529103994,
3/30/2018 19:10,6,Which U.S. president's middle name is Gamaliel?,Warren Harding,James Polk,Rutherford Hayes,A,,,RIGHT,1.815927029,
3/30/2018 19:11,7,"Sleeping through winter is hibernation, but sleeping through summer is called what?",Transolation,Estivation,Decarburization,B,,NO_TRY,,3.008248329,
3/30/2018 19:12,8,Which of these states borders the Hawkeye State?,The Volunteer State,The Peace Garden State,The Show Me State,C,,NO_TRY,,2.027873278,
3/30/2018 19:12,9,What dog breed was named for a region in Germany and Poland?,Pomeranian,Doberman Pinscher,Poodle,A,,,RIGHT,1.558295965,
3/30/2018 19:14,10,Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?,Mr. Deeds,Grown Ups 2,Happy Gilmore,C,WRONG,,,1.764353514,
3/31/2018 1:03,1,"TGIF most commonly stands for ""Thank God It's"" what?",Friday,Frankenstein,Flavortown,A,,,RIGHT,1.517536879,
3/31/2018 1:04,2,In which of these places were rulers known as pharaohs?,Ancient Egypt,Medieval Japan,Studio54,A,,,RIGHT,2.961266756,
3/31/2018 1:05,3,"In astronomical terms, what is the opposite of a full moon?",Fresh moon,New moon,Hungry moon,B,,,RIGHT,2.293755293,
3/31/2018 1:06,4,In which of these sports can a player NOT get a strike?,Bowling,Baseball,Basketball,C,WRONG,,,1.697475433,
3/31/2018 1:06,5,Which of these U.S. states is known for its panhandle?,Florida,Iowa,Montana,A,,,RIGHT,1.764014006,
3/31/2018 1:07,6,What is the name of the scientific process that turns sugars into alcohol?,Fermentation,Photosynthesis,Mutation,A,,,RIGHT,2.36137414,
3/31/2018 1:07,7,Which of these is both a city in Morocco AND a common style of hat?,Kangol,Fez,Tangier,B,,,RIGHT,3.028003931,
3/31/2018 1:08,8,The guitarist in the E Street Band starred in which television show?,The Sopranos,The Practice,Rescue Me,A,,,RIGHT,2.764842987,
3/31/2018 1:09,9,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?",Surgeon,Postal worker,Airline pilot,B,,NO_TRY,,1.820625305,
3/31/2018 1:09,10,"In 18th-century London, people mocked the first public user of which of these accessories?",Sunglasses,Umbrella,Purse,B,,NO_TRY,,4.07612133,
3/31/2018 1:10,11,The co-creator of the first baby monitor was recruited after his design of what?,Portable radio,Crib,Coffee table,C,WRONG,,,2.201213121,
3/31/2018 1:12,12,Painter Margaret Keane's work directly inspired which cartoon series?,Jem and the Holograms,The Powerpuff Girls,My Little Pony,B,,,RIGHT,1.426931858,
4/1/2018 1:06,1,"On Broadway, a ""triple threat"" is a person who sings, dances and what?",Acts,Bakes cakes,Trains dogs,A,,NO_TRY,,1.342595577,
4/1/2018 1:06,2,Abraham Lincoln is known for wearing what kind of headgear?,Propeller cap,Stovepipe hat,Supreme beanie,B,,NO_TRY,,2.61843729,
4/1/2018 1:07,3,Which of these foods is NOT a type of onion?,Scallion,Shallot,Scallop,C,WRONG,,,3.616734982,
4/1/2018 1:10,6,The song used in the viral Mannequin Challenge meme features a solo by what rapper?,Jay-Z,Gucci Mane,2 Chainz,B,,NO_TRY,,1.789360523,
4/1/2018 1:11,7,What kind of number is the decimal expansion of 1/7?,Endless but repeating,Irrational,Ending,A,WRONG,,,1.658108711,
4/1/2018 1:12,8,Birders use what four-letter word to refer to hard-to-classify birds?,Anon,Spuh,Drib,B,,NO_TRY,,1.688215971,
4/1/2018 1:12,9,Which U.S. state's capital city is home to an NHL team?,Ohio,Florida,Pennsylvania,A,WRONG,,,3.263353825,
4/1/2018 1:13,10,"Mozart's ""The Marriage of Figaro"" continues the story of what other opera?",The Barber of Seville,Rigoletto,La Traviata,A,,,RIGHT,1.903928041,
4/2/2018 1:06,1,Snorkelers in the water are most likely to wear what on their feet?,Clown shoes,Stiletto heels,Swim fins,C,,NO_TRY,,1.720027447,
4/2/2018 1:06,2,A classic Shakespeare play details the doomed love between Romeo and who?,Juliet,Jessica Simpson,Ms. Jackson,A,,,RIGHT,1.661544323,
4/2/2018 1:08,4,What basketball term derives from a French phrase that circus acrobats used to shout?,Alley-oop,Slam dunk,Airball,A,,NO_TRY,,2.414604902,
4/2/2018 1:09,5,The holiday of Passover commemorates events that took place in what ancient civilization?,Egypt,Babylonia,Macedonia,A,,,RIGHT,3.657089472,
4/2/2018 1:10,6,Which of these figures is known for wearing a mackintosh?,Steve Jobs,Inspector Gadget,Johnny Appleseed,B,,NO_TRY,,1.58073163,
4/2/2018 1:10,7,Which of these punctuation marks can be found in an interrobang?,Ampersand,Pound sign,Question mark,C,WRONG,,,1.392881155,
4/2/2018 1:11,8,Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?,Sweden,Canada,Australia,C,,,RIGHT,1.462400913,
4/2/2018 1:12,9,The music of Rick Astley played a direct role in bringing down the leader of what country?,Libya,Venezuela,Panama,C,,NO_TRY,,3.071820736,
4/2/2018 1:13,10,Who owns the NFL record for consecutive playoff games with at least two touchdown passes?,Joe Flacco,Joe Montana,Tom Brady,A,WRONG,,,2.566393375,
4/2/2018 1:14,11,The capital city of which country sits at the southernmost latitude?,Uruguay,Madagascar,Indonesia,A,WRONG,,,2.089051962,
4/2/2018 1:15,12,"According to an infamous '80s hoax, April Fools' Day was created by a Roman court jester named what?",Kugel,Constantine,Boskin,A,,NO_TRY,,1.532607555,
4/2/2018 19:03,1,"Ignoring someone is also known as ""giving them the cold"" what?",Shoulder,Pudding,Goblin,A,,NO_TRY,,1.967919588,
4/2/2018 19:04,2,Which of these is a common type of truck?,Pick-up,Put-down,Leave-there,A,,NO_TRY,,3.787382603,
4/2/2018 19:04,3,What day of the week is named for the moon?,Monday,Wednesday,Thursday,A,,,RIGHT,1.523569822,
4/2/2018 19:05,4,Las Vegas welcomes visitors with an iconic sign that declares the city is what?,Historic,Scenic,Fabulous,C,,,RIGHT,1.78066349,
4/2/2018 19:05,5,What ingredient is the difference between vanilla ice cream and French vanilla ice cream?,Crème fraîche,Egg yolk,Rum,B,,NO_TRY,,3.074903488,
4/2/2018 19:06,6,Tenzing Norgay is credited as one of the first two men to reach what place?,Top of Mt. Everest,South Pole,North Pole,A,,NO_TRY,,3.826339245,
4/2/2018 19:07,7,What company's New York Stock Exchange symbol is simply its name in all capitals?,IBM,Nike,Visa,A,WRONG,,,2.406820774,
4/2/2018 19:07,8,What band gets its name from an autobiography by an itinerant Welsh poet?,Pink Floyd,Supertramp,Traveling Wilburys,B,,NO_TRY,,1.572337627,
4/2/2018 19:08,9,Project Star Gate was once a secret government program researching what?,Cryptozoology,Ghosts,ESP,C,,,RIGHT,2.442858219,
4/2/2018 19:09,10,A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?,Walkout,Labor slowdown,Sit-down,C,WRONG,,,3.39977479,
4/2/2018 19:10,11,Which of these is NOT an ongoing award given to professional cartoonists?,Harvey,Reuben,Segar,C,WRONG,,,1.398541689,
4/2/2018 19:11,12,The title of a 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?,99 Problems,Anaconda,Lose Yourself,C,,NO_TRY,,1.942831755,
4/3/2018 1:03,1,"The phrase ""hit the hay"" generally means you are about to do what?",Speak in tongues,Slamdance,Sleep,C,,,RIGHT,1.747282505,
4/3/2018 1:04,2,The area where one practices Japanese martial arts is often called what?,Dojo,Department of Justice,DJ Tanner's house,A,,NO_TRY,,3.280577421,
4/3/2018 1:04,3,"On a map, Italy is often said to resemble what everyday item?",Boot,Catcher's mitt,Wine glass,A,,NO_TRY,,2.063450575,
4/3/2018 1:05,4,Which of these is a common synonym for instructional?,Didactic,Diametric,Diacritic,A,,NO_TRY,,1.696468592,
4/3/2018 1:05,5,"Pink Floyd's ""Dark Side of the Moon"" most famously syncs with what movie?",The Empire Strikes Back,Apollo 13,The Wizard of Oz,C,,,RIGHT,2.230777264,
4/3/2018 1:06,6,"Henry David Thoreau's ""Walden"" detailed his cabin life in which state?",Massachusetts,Vermont,New Hampshire,A,,,RIGHT,3.297931671,
4/3/2018 1:07,7,Which of these demonstrates heliotropism?,Polarized sunglasses,Suntan lotion,Sunflowers,C,,NO_TRY,,2.26095295,
4/3/2018 1:07,8,Which of these video game consoles was released first?,Sony PlayStation,Sega Saturn,Game Boy Color,B,WRONG,,,2.08753562,
4/3/2018 1:08,9,In 1982 U.S. regulators began allowing American trains to phase out what?,Ham radios,Smoking cars,Cabooses,C,,NO_TRY,,2.088423491,
4/3/2018 1:09,10,Which of these two-dimensional shapes has the most sides?,Chiliagon,Octadecagon,Enneadecagon,A,WRONG,,,3.183150291,
4/3/2018 1:10,11,In which of the following musicals does the first Holy Roman Emperor appear?,Pippin,Spamalot,Man of La Mancha,A,,NO_TRY,,2.617166281,
4/5/2018 19:04,1,"Humorous clips of mishaps in radio, TV and movies are known as what?",Bloopers,Chump-ups,Squeeblets,A,,,RIGHT,1.554089785,
4/5/2018 19:04,2,The Golden Globe Awards are put on by what association?,Harlem Globetrotters,Hollywood Foreign Press,Justice League,B,,,RIGHT,1.651968479,
4/5/2018 19:06,3,"According to the cartoon's theme song, what made Clifford the Big Red Dog so big?",Acromegaly,Radiation,Emily Elizabeth's love,C,,NO_TRY,,2.510416508,
4/5/2018 19:07,6,Which of these words is considered a contronym?,Waste,Dart,Seed,C,,NO_TRY,,3.231087923,
4/5/2018 19:09,7,What curious shape has NASA observed on the planet Saturn's northernmost point?,Dodecahedron,Hexagon,Triangle,B,,,RIGHT,1.890654802,
4/5/2018 19:09,8,Which of these movies did NOT win an Academy Award for Best Original Song?,Footloose,Flashdance,Dirty Dancing,A,WRONG,,,2.324960232,
